verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,preposition_1,preposition_2,preposition_3,preposition_4
216102,NWX[,MT,Isaiah,11,2,NXH,W NXH <LJW RWX JHWH RWX XKMH W BJNH RWX <YH W GBWRH RWX D<T W JR>T JHWH,,qal,perf,W NXH <LJW RWX JHWH RWX XKMH W BJNH RWX <YH W GBWRH RWX D<T W JR>T JHWH,RWX JHWH RWX XKMH W BJNH RWX <YH W GBWRH RWX D<T W JR>T JHWH,<LJW,<L,upon him,0,prep,prps,anim,det,prsf,simple,factive fictive,<L,,,
1899049,NWX[,1Qisaa,Isaiah,11,2,NXH,W NXH <LJW RWX JHWH RWX XKMH W BJNH RWX <YH W GBWRH RWX D<T W JR>T JHWH,0 000 00000 000 0000 000 0000 0 0000 000 000 0 00000 000 000 0 0000 0000 00,qal,perf,W NXH <LJW RWX JHWH RWX XKMH W BJNH RWX <YH W GBWRH RWX D<T W JR>T JHWH,RWX JHWH RWX XKMH W BJNH RWX <YH W GBWRH RWX D<T W JR>T JHWH,<LJW,<L,upon him,0,prep,prps,anim,det,prsf,simple,factive fictive,<L,,,
216327,SWR[,MT,Isaiah,11,13,SRH,W SRH QN>T >PRJM W YRRJ JHWDH JKRTW >PRJM L> JQN> >T JHWDH W JHWDH L> JYR >T >PRJM,,qal,perf,W SRH QN>T >PRJM,QN>T >PRJM,no complement,no complement,,,,,,,,,,,,,
1899280,SWR[,1Qisaa,Isaiah,11,13,SRH,W SRH QN>T >PRJM W YWRRJ JHWDH JKRTW >PRJM LW> JQN> >T JHWDH W JHWDH LW> JYR >T >PRJM,0 000 0000 00000 0 00000 00000 00000 00000 000 0000 00 00000 0 00000 000 000 00 00000 00,qal,perf,W SRH QN>T >PRJM,QN>T >PRJM,no complement,no complement,,,,,,,,,,,,,
216346,<WP[,MT,Isaiah,11,14,<PW,W <PW B KTP PLCTJM JMH JXDW JBZW >T BNJ QDM >DWM W MW>B MCLWX JDM W BNJ <MWN MCM<TM,,qal,perf,W <PW B KTP PLCTJM JMH,,PLCTJM,PLCTJ/,towards the Philistines (?),0,vc,gens,anim,und,nmpr,simple,factive,,,,
1899300,<WP[,1Qisaa,Isaiah,11,14,<PW,W <PW B KTP PLCTJJM JMH JXDW W BZZW >T BNJ QDM >DWM W MW>B MCLWX JDM W BNJ <MWN MCM<TM,0 000 0 000 0000000 0000 0000 0 0000 00 000 000 0000 0 0000 00000 0000 0 000 0000 0000000 00,qal,perf,W <PW B KTP PLCTJJM JMH,,PLCTJJM,PLCTJ/,towards the Philistines (?),0,vc,gens,anim,und,nmpr,simple,factive,,,,
216407,<LH[,MT,Isaiah,11,16,<LTW,W HJTH MSLH L C>R <MW >CR JC>R M >CWR K >CR HJTH L JFR>L B JWM <LTW M >RY MYRJM,,qal,infc,<LTW M >RY MYRJM,,M >RY MYRJM,MN >RY/ MYRJM/,from the land of Egypt,0,prep,topo,inanim,det,subs nmpr,complex,factive,MN,,,
1899364,<LH[,1Qisaa,Isaiah,11,16,<LWT,W HJJTH MSLH L C>R <MW >CR JC>R M >CWR K >CR HJJTH L JFR>L B JWM <LWT M >RY MYRJM,0 00000 0000 0 000 0000 000 0000 0 0000 0 000 00000 0 00000 0 000 000001 0 000 00000 00,qal,infc,<LWT M >RY MYRJM,,M >RY MYRJM,MN >RY/ MYRJM/,from the land of Egypt,0,prep,topo,inanim,det,subs nmpr,complex,factive,MN,,,
216423,CWB[,MT,Isaiah,12,1,JCB,W >MRT B JWM H HW> >WDK JHWH KJ >NPT BJ JCB >PK W TNXMNJ,,qal,impf,JCB >PK,>PK,no complement,no complement,,,,,,,,,,,,,
1899381,CWB[,1Qisaa,Isaiah,12,1,CB,W >MRTH B JWM H HW> >WDKH JHWH KJ >NPTH BJ W CB >PKH W TNXMNJ,0 00000 0 000 0 000 000000 0000 00 00000 000 0 00 00000 0 0000000 00,qal,perf,W CB >PKH,>PKH,no complement,no complement,,,,,,,,,,,,,
216516,BW>[,MT,Isaiah,13,2,JB>W,<L HR NCPH F>W NS HRJMW QWL LHM HNJPW JD W JB>W PTXJ NDJBJM,,qal,impf,W JB>W PTXJ NDJBJM,,PTXJ NDJBJM,PTX/ NDJB/,the doors of the nobles,0,vc,obj,inanim,und,subs,complex,factive,,,,
1899480,BW>[,1Qisaa,Isaiah,13,2,JBW>,<L HR NCPH F>W NS HRJMW QWL LHM HNJPW JD JBW> PTXJ NDJBJM,00 00 0000 000 00 00000 000 0000 00000 00 0000 0000 000000 00,qal,impf,JBW> PTXJ NDJBJM,,PTXJ NDJBJM,PTX/ NDJB/,the doors of the nobles,0,vc,obj,inanim,und,subs,complex,factive,,,,
1919255,BW>[,1Q8,Isaiah,13,2,JB>W,<L HR NCPH F>W NS HRJMW QWL LHM HNJPW JD W JB>W PTXJ NDJBJM,00 00 0000 000 00 00000 000 0000 00000 00 0 0000 0000 000000 00,qal,impf,W JB>W PTXJ NDJBJM,,PTXJ NDJBJM,PTX/ NDJB/,the doors of the nobles,0,vc,obj,inanim,und,subs,complex,factive,,,,
216548,BW>[,MT,Isaiah,13,5,B>JM,B>JM M >RY MRXQ M QYH H CMJM JHWH W KLJ Z<MW L XBL KL H >RY,,qal,ptca,B>JM M >RY MRXQ M QYH H CMJM JHWH W KLJ Z<MW,JHWH W KLJ Z<MW,M >RY MRXQ M QYH H CMJM,MN >RY/ MRXQ/ MN QYH=/ H CMJM/,from a distant land from the end of the heavens,0,prep + prep,topo,inanim,und,subs subs subs subs,complex,factive,MN,MN,,
1899514,BW>[,1Qisaa,Isaiah,13,5,B>JM,B>JM M >RY MRXQ M QYH H CMJM JHWH W KLJ Z<MW L XBL KL H >RY,0000 0 000 0000 0 000 0 0000 0000 0 000 00000 0 000 00 0 000 00,qal,ptca,B>JM M >RY MRXQ M QYH H CMJM JHWH W KLJ Z<MW,JHWH W KLJ Z<MW,M >RY MRXQ M QYH H CMJM,MN >RY/ MRXQ/ MN QYH=/ H CMJM/,from a distant land from the end of the heavens,0,prep + prep,topo,inanim,und,subs subs subs subs,complex,factive,MN,MN,,
1919289,BW>[,1Q8,Isaiah,13,5,B>JM,B>JM M >RY MRXQ M QYH H CMJM JHWH W KLJ Z<MW L XBL KL H >RY,0000 0 000 0000 0 000 0 0000 0000 0 000 00000 0 000 00 0 000 00,qal,ptca,B>JM M >RY MRXQ M QYH H CMJM JHWH W KLJ Z<MW,JHWH W KLJ Z<MW,M >RY MRXQ M QYH H CMJM,MN >RY/ MRXQ/ MN QYH=/ H CMJM/,from a distant land from the end of the heavens,0,prep + prep,topo,inanim,und,subs subs subs subs,complex,factive,MN,MN,,
216574,BW>[,MT,Isaiah,13,6,JBW>,HJLJLW KJ QRWB JWM JHWH K CD M CDJ JBW>,,qal,impf,K CD M CDJ JBW>,,no complement,no complement,,,,,,,,,,,,,
1899541,BW>[,1Qisaa,Isaiah,13,6,JBW>,HJLJLW KJ QRWB JWM JHWH K CD M CDJ JBW>,000000 00 0000 000 0000 0 00 0 000 0000 00,qal,impf,K CD M CDJ JBW>,,no complement,no complement,,,,,,,,,,,,,
1919316,BW>[,1Q8,Isaiah,13,6,JBW>,HJLJLW KJ QRWB JWM JHWH K CD M CDJ JBW>,000000 00 0000 000 0000 0 00 0 000 0000 00,qal,impf,K CD M CDJ JBW>,,no complement,no complement,,,,,,,,,,,,,
216605,BW>[,MT,Isaiah,13,9,B>,HNH JWM JHWH B> >KZRJ W <BRH W XRWN >P L FWM H >RY L CMH W XV>JH JCMJD MMNH,,qal,perf,HNH JWM JHWH B> >KZRJ W <BRH W XRWN >P,JWM JHWH,no complement,no complement,,,,,,,,,,,,,
1899575,BW>[,1Qisaa,Isaiah,13,9,B>,HNH JWM JHWH B> >GZRJ W <BRH W XRWN >P L FWM >RY L CMH W XV>JM JCMJD MMNH,000 000 0000 00 00000 0 0000 0 0000 00 0 000 000 0 000 0 00000 00000 00000 00,qal,ptca,HNH JWM JHWH B> >GZRJ W <BRH W XRWN >P,JWM JHWH,no complement,no complement,,,,,,,,,,,,,
1919349,BW>[,1Q8,Isaiah,13,9,B>,HNH JWM JHWH B>,000 000 0000 00 00,qal,ptca,HNH JWM JHWH B>,JWM JHWH,no complement,no complement,,,,,,,,,,,,,
216635,JY>[,MT,Isaiah,13,10,Y>TW,KJ KWKBJ H CMJM W KSJLJHM L> JHLW >WRM XCK H CMC B Y>TW W JRX L> JGJH >WRW,,qal,infc,B Y>TW,,no complement,no complement,,,,,,,,,,,,,
1899605,JY>[,1Qisaa,Isaiah,13,10,Y>TW,KJ KWKBJ H CMJM W KSLJHM LW> J>JRW >WRM XCK H CMC B Y>TW W JRX LW> JGJH >WRW,00 00000 0 0000 0 0000000 000 00000 00000 000 0 000 0 00000 0 000 000 0000 00000 00,qal,infc,B Y>TW,,no complement,no complement,,,,,,,,,,,,,
216700,PNH[,MT,Isaiah,13,14,JPNW,W HJH K YBJ MDX W K Y>N W >JN MQBY >JC >L <MW JPNW W >JC >L >RYW JNWSW,,qal,impf,K YBJ MDX W K Y>N JPNW,,no complement,no complement,,,,,,,,,,,,,
216705,NWS[,MT,Isaiah,13,14,JNWSW,W HJH K YBJ MDX W K Y>N W >JN MQBY >JC >L <MW JPNW W >JC >L >RYW JNWSW,,qal,impf,W JNWSW,,no complement,no complement,,,,,,,,,,,,,
1899674,PNH[,1Qisaa,Isaiah,13,14,JPNW,W HJW K YBJ MDX W K Y>WN W >JN MQBY >JC >L <MW JPNW W >JC >L >RYW JNWSW,0 000 0 000 000 0 0 0000 0 000 0000 000 00 0000 0000 0 000 00 00000 00000 00,qal,impf,K YBJ MDX W K Y>WN  JPNW,,no complement,no complement,,,,,,,,,,,,,
1899679,NWS[,1Qisaa,Isaiah,13,14,JNWSW,W HJW K YBJ MDX W K Y>WN W >JN MQBY >JC >L <MW JPNW W >JC >L >RYW JNWSW,0 000 0 000 000 0 0 0000 0 000 0000 000 00 0000 0000 0 000 00 00000 00000 00,qal,impf,W JNWSW,,no complement,no complement,,,,,,,,,,,,,
216714,NPL[,MT,Isaiah,13,15,JPWL,KL H NMY> JDQR W KL H NSPH JPWL B XRB,,qal,impf,W KL H NSPH JPWL B XRB,KL H NSPH,no complement,no complement,,,,,,,,,,,,,
1899689,NPL[,1Qisaa,Isaiah,13,15,JPWL,KWL H NMY> JDQR W KWL H NSPH JPWL B XRB,000 0 0000 0000 0 000 0 0000 0000 0 000 00,qal,impf,W KWL H NSPH JPWL B XRB,KWL H NSPH,no complement,no complement,,,,,,,,,,,,,
1919358,NPL[,1Q8,Isaiah,13,15,JPWL,H NMY> JDQR W KL H NSPH JPWL B XRB,0 0000 0000 0 00 0 0000 0000 0 000,qal,impf,W KL H NSPH JPWL B XRB,KL H NSPH,no complement,no complement,,,,,,,,,,,,,
216823,BW>[,MT,Isaiah,13,22,BW>,W <NH >JJM B >LMNWTJW W TNJM B HJKLJ <NG W QRWB L BW> <TH W JMJH L> JMCKW,,qal,infc,L BW>,,no complement,no complement,,,,,,,,,,,,,
1899806,BW>[,1Qisaa,Isaiah,13,22,BW>,W <NH >JM B >LMNWTW W TNJM B HJKLW <NWGW QRWB L BW> <TH W JMJH LW> JMCKW <WD,0 000 000 0 00000000 0 0000 0 000000 000000 0000 0 000 0000 0 00000 000 00000 000 00,qal,infc,L BW,,no complement,no complement,,,,,,,,,,,,,
216840,NWX[,MT,Isaiah,14,1,HNJXM,KJ JRXM JHWH >T J<QB W BXR <WD B JFR>L W HNJXM <L >DMTM W NLWH H GR <LJHM W NSPXW <L BJT J<QB,,hif,perf,W HNJXM <L >DMTM,,<L >DMTM,<L >DMH/,in their land,0,prep,topo,inanim,det,subs,complex,factive fictive,<L,,,
1899825,NWX[,1Qisaa,Isaiah,14,1,HNJXM,KJ JRXM JHWH >T J<QWB W BXR <WD B JFR>L W HNJXM <L >DMTM W NLW> H GR <LJHM W NSPXW <L BJT J<QWB,00 0000 0000 00 00000 0 000 000 0 00000 0 000000 00 000000 0 0000 0 00 000000 0 00000 00 000 00000 00,hifil,perf,W HNJXM <L >DMTM,,<L >DMTM,<L >DMH/,in their land,0,prep,topo,inanim,det,subs,complex,factive fictive,<L,,,
216857,BW>[,MT,Isaiah,14,2,HBJ>WM,W LQXWM <MJM W HBJ>WM >L MQWMM W HTNXLWM BJT JFR>L <L >DMT JHWH L <BDJM W L CPXWT W HJW CBJM L CBJHM W RDW B NGFJHM,,hif,perf,W HBJ>WM >L MQWMM,,>L MQWMM,>L MQWM/,to their place,0,prep,topo,inanim,det,subs,complex,factive,>L,,,
1899844,BW>[,1Qisaa,Isaiah,14,2,HBJ>WM,W LQXWM <MJM RBJM W HBJ>WM >L >DMTM W >L MQWMM W HTNXLWM BJT JFR>L >L >DMT JHWH L <BDJM W L CPXWT W HJW CWBJM L CWBJHM W RDJM B NWGFJHM,0 000000 0000 0000 0 0000000 00 000000 0 00 000000 0 00000000 000 00000 00 0000 0000 0 00000 0 0 00000 0 000 00000 0 0000000 0 0000 0 00000000 00,hifil,perf,W HBJ>WM >L >DMTM W >L MQWMM,,>L >DMTM W >L MQWMM,>L >DMH/ W >L MQWM/,to their land and to their place,0,prep + prep,topo,inanim,det,subs subs,complex,factive,>L,>L,,
216885,NWX[,MT,Isaiah,14,3,HNJX,W HJH B JWM HNJX JHWH LK M <YBK W M RGZK W MN H <BDH H QCH >CR <BD BK,,hif,infc,HNJX JHWH LK M <YBK W M RGZK W MN H <BDH H QCH,JHWH,LK,L,to you,0,prep,prps,anim,det,prsf,simple,factive fictive,L,,,
1899876,NWX[,1Qisaa,Isaiah,14,3,HNJX,W HJH B JWM HNJX JHWH LK M <YBK W M RWGZK W MN H <BWDH H QCH >CR <BDW BKH,0 000 0 000 0000 0000 000 0 00000 0 0 000000 0 00 0 00000 0 000 000 0000 0000 00,hifil,infc,HNJX JHWH LK M <YBK W M RWGZK W MN H <BWDH H QCH,JHWH,LK,L,to you,0,prep,prps,anim,det,prsf,simple,factive fictive,L,,,
216939,NWX[,MT,Isaiah,14,7,NXH,NXH CQVH KL H >RY PYXW RNH,,qal,perf,NXH,,no complement,no complement,,,,,,,,,,,,,
1899934,NWX[,1Qisaa,Isaiah,14,7,NXH,NXH CQVH KWL H >RY PYXW RWNH,000 0000 000 0 000 0000 0000 00,qal,perf,NXH,,no complement,no complement,,,,,,,,,,,,,
216956,<LH[,MT,Isaiah,14,8,J<LH,GM BRWCJM FMXW LK >RZJ LBNWN M >Z CKBT L> J<LH H KRT <LJNW,,qal,impf,L> J<LH H KRT <LJNW,H KRT,<LJNW,<L,against us (the cedars),0,prep,prps,inanim,det,prsf,simple,factive,<L,,,
1899954,<LH[,1Qisaa,Isaiah,14,8,J<LH,GM BRWCJM FMXW LK >RZJ H LBNWN M >Z CKBTH W LW> J<LH H KWRT <LJNW,00 000000 0000 000 0000 0 00000 0 00 00000 0 000 0000 0 0000 000000 00,qal,impf,LW> J<LH H KWRT <LJNW,H KWRT,<LJNW,<L,against us (the cedars),0,prep,prps,inanim,det,prsf,simple,factive,<L,,,
216967,BW>[,MT,Isaiah,14,9,BW>K,C>WL M TXT RGZH LK L QR>T BW>K <WRR LK RP>JM KL <TWDJ >RY HQJM M KS>WTM KL MLKJ GWJM,,qal,infc,BW>K,,no complement,no complement,,,,,,,,,,,,,
1899966,BW>[,1Qisaa,Isaiah,14,9,BW>K,C>WL M TXT RGZH LKH L QRT BW>K <WRRH LKH RP>JM KWL <TWDJ >RY HQJMH M KS>WTM KWL MLKJ GW>JM,0000 0 000 0000 0000 0 000 00000 00000 0000 00000 000 00000 000 00000 0 0000000 000 0000 00000 00,qal,infc,BW>K,,no complement,no complement,,,,,,,,,,,,,
216991,JRD[,MT,Isaiah,14,11,HWRD,HWRD C>WL G>WNK HMJT NBLJK TXTJK JY< RMH W MKSJK TWL<H,,hof,perf,HWRD C>WL G>WNK HMJT NBLJK,G>WNK HMJT NBLJK,C>WL,C>WL/,to the underworld,0,vc,topo,inanim,und,subs,simple,fictive,,,,
1899992,JRD[,1Qisaa,Isaiah,14,11,HWRD,HWRD C>WL G>WNK H MWT NBLTK TXTJK JY< RMH W MKSK TWL<H,0000 0000 000000 0 000 000000 000000 000 000 0 00000 00000 00,hofal,perf,HWRD C>WL G>WNK H MWT NBLTK,G>WNK H MWT NBLTK,C>WL,C>WL/,to the underworld,0,vc,topo,inanim,und,subs,simple,fictive,,,,
217003,NPL[,MT,Isaiah,14,12,NPLT,>JK NPLT M CMJM HJLL BN CXR NGD<T L >RY XWLC <L GWJM,,qal,perf,>JK NPLT M CMJM,,M CMJM,MN CMJM/,from (the) heavens,0,prep,topo,inanim,und,subs,simple,factive,MN,,,
1900006,NPL[,1Qisaa,Isaiah,14,12,NPLTH,HJKH NPLTH M H CMJM HJLJL BN CXR NGD<TH L >RY XWLC <L GWJ,0000 00000 0 0 0000 00000 00 000 000000 0 000 0000 00 000 00,qal,perf,HJKH NPLTH M H CMJM,,M H CMJM,MN H CMJM/,from the heavens,0,prep,topo,inanim,det,subs,simple,factive,MN,,,
217023,<LH[,MT,Isaiah,14,13,><LH,W >TH >MRT B LBBK H CMJM ><LH M M<L L KWKBJ >L >RJM KS>J W >CB B HR MW<D B JRKTJ YPWN,,qal,impf,H CMJM ><LH,,H CMJM,H CMJM/,the heavens,0,vc,topo,inanim,det,subs,simple,factive,,,,
1900027,<LH[,1Qisaa,Isaiah,14,13,><LH,W >TH >MRTH B LBBKH H CMJM ><LH M M<LH L KWKBJ >L >RJM KS>J >CB B HR MW<D B JRKTJ YPWN,0 000 00000 0 000000 0 0000 0000 0 00000 0 00000 00 0000 00000 000 0 00 0000 0 00000 0000 00,qal,impf,H CMJM ><LH,,H CMJM,H CMJM/,the heavens,0,vc,topo,inanim,det,subs,simple,factive,,,,
217039,<LH[,MT,Isaiah,14,14,><LH,><LH <L BMTJ <B >DMH L <LJWN,,qal,impf,><LH <L BMTJ <B,,<L BMTJ <B,<L BMH/ <B/,above the heights of the cloud(s),0,prep,other,inanim,und,subs subs,complex,factive,<L,,,
1900043,<LH[,1Qisaa,Isaiah,14,14,><LH,><LH <L BWMTJ <B >DMH L <LJWN,0000 00 00000 00 0000 0 00000 00,qal,impf,><LH <L BWMTJ <B,,<L BWMTJ <B,<L BMH/ <B/,above the heights of the cloud(s),0,prep,other,inanim,und,subs subs,complex,factive,<L,,,
217049,JRD[,MT,Isaiah,14,15,TWRD,>K >L C>WL TWRD >L JRKTJ BWR,,hof,impf,>K >L C>WL TWRD >L JRKTJ BWR,,>K >L C>WL >L JRKTJ BWR,>K >L C>WL/ >L JRKH/ BWR/,"but to the underworld, to the extremities of the pit",0,prep + prep,topo,inanim,und,subs subs subs,complex,factive,>L,>L,,
1900054,JRD[,1Qisaa,Isaiah,14,15,TWRD,>K >L C>WL TWRD >L JRKTJ BWR,00 00 0000 0000 00 00000 000 00,hofal,impf,>K >L C>WL TWRD >L JRKTJ BWR,,>K >L C>WL TWRD >L JRKTJ BWR,>K >L C>WL/ >L JRKH/ BWR/,"but to the underworld, to the extremities of the pit",0,prep + prep,topo,inanim,und,subs subs subs,complex,factive,>L,>L,,
217101,JRD[,MT,Isaiah,14,19,JWRDJ,W >TH HCLKT M QBRK K NYR NT<B LBWC HRGJM MV<NJ XRB JWRDJ >L >BNJ BWR K PGR MWBS,,qal,ptca,JWRDJ >L >BNJ BWR K PGR MWBS,,>L >BNJ BWR,>L >BN/ BWR/,to stones of the pit,0,prep,topo,inanim,und,subs subs,complex,factive,>L,,,
1900109,JRD[,1Qisaa,Isaiah,14,19,JWRDW,W >TH HWCLKTH M QWBRK K NYR NT<B LBC HRWGJM MV<NJ XRB JWRDW >L >BNJ BWR K PGR MWBS,0 000 0000000 0 000000 0 000 0000 000 000000 00000 000 00000 00 0000 000 0 000 0000 00,qal,ptca,JWRDW >L >BNJ BWR K PGR MWBS,,>L >BNJ BWR,>L >BN/ BWR/,to stones of the pit,0,prep,topo,inanim,und,subs subs,complex,factive,>L,,,
1900118,NXT[,1Qisaa,Isaiah,14,20,TXT,LW> TXT >WTM B QBWRH KJ >RYK CXTH <MK HRGTH LW> JQR>W L <WLM ZR< MR<JM,000 000 00000 0 00000 00 00000 0000 0000 00000 000 00000 0 0000 000 00000 00,hifil,impf,LW> TXT >WTM B QBWRH,,no complement,no complement,,,,,,,,,,,,,
217204,SWR[,MT,Isaiah,14,25,SR,L CBR >CWR B >RYJ W <L HRJ >BWSNW W SR M <LJHM <LW W SBLW M <L CKMW JSWR,,qal,perf,W SR M <LJHM <LW,<LW,M <LJHM,MN <L,from them (my mountains),0,prep + prep,prps,inanim,det,prsf,simple,factive,MN,<L,,
217213,SWR[,MT,Isaiah,14,25,JSWR,L CBR >CWR B >RYJ W <L HRJ >BWSNW W SR M <LJHM <LW W SBLW M <L CKMW JSWR,,qal,impf,W SBLW M <L CKMW JSWR,SBLW,M <L CKMW,MN <L CKM/,from his shoulder,0,prep + prep,bopa,inanim,det,subs,complex,factive,MN,<L,,
1900216,SWR[,1Qisaa,Isaiah,14,25,SR,L CBWR >CWR B >RYJ W <L HRJ >BWSNW W SR M <LJKMH <LW W SBLW M <L CKMKH JSWR,0 0000 0000 0 00000 0 00 0000 0000000 0 00 0 0000000 0000 0 00000 0 00 000000 0000 00,qal,perf,W SR M <LJKMH <LW,<LW,M <LJKMH,MN <L,from them (my mountains),0,prep + prep,prps,inanim,det,prsf,simple,factive,MN,<L,,
1900225,SWR[,1Qisaa,Isaiah,14,25,JSWR,L CBWR >CWR B >RYJ W <L HRJ >BWSNW W SR M <LJKMH <LW W SBLW M <L CKMKH JSWR,0 0000 0000 0 00000 0 00 0000 0000000 0 00 0 0000000 0000 0 00000 0 00 000000 0000 00,qal,impf,W SBLW M <L CKMKH JSWR,SBLW,M <L CKMKH,MN <L CKM/,from your shoulder,0,prep + prep ,bopa,inanim,det,subs,complex,factive,MN,<L,,
217246,CWB[,MT,Isaiah,14,27,JCJBNH,KJ JHWH YB>WT J<Y W MJ JPR W JDW H NVWJH W MJ JCJBNH,,hif,impf,W MJ JCJBNH,MJ,no complement,no complement,,,,,,,,,,,,,
1900260,CWB[,1Qisaa,Isaiah,14,27,JCJBNH,KJ> JHWH YB>WT J<Y W MJ JPR W JDJW H NVWJH W MJ JCJBNH,000 0000 00000 000 0 00 000 0 00000 0 00000 0 00 0000000 00,hifil,impf,W MJ JCJBNH,MJ,no complement,no complement,,,,,,,,,,,,,
217270,JY>[,MT,Isaiah,14,29,JY>,>L TFMXJ PLCT KLK KJ NCBR CBV MKK KJ M CRC NXC JY> YP< W PRJW FRP M<WPP,,qal,impf,KJ M CRC NXC JY> YP<,YP<,M CRC NXC,MN CRC/ NXC/,from the root of the serpent,0,prep,obj,inanim,und,subs subs,complex,factive fictive,MN,,,
217275,<WP[,MT,Isaiah,14,29,M<WPP,>L TFMXJ PLCT KLK KJ NCBR CBV MKK KJ M CRC NXC JY> YP< W PRJW FRP M<WPP,,piel,ptca,W PRJW FRP M<WPP,PRJW,no complement,no complement,,,,,,,,,,,,,
1900287,JY>[,1Qisaa,Isaiah,14,29,JY>,>L TFMXJ PLCT KWLK KJ NCBR CBV MKKH KJ M CWRC NXC JY> YP< W PRJW FRP M<WPP,00 00000 01 0000 00000 00 0000 000 00000 00 0 0000 000 000 000 0 00000 000 00000 00,qal,impf,KJ M CWRC NXC JY> YP<,YP<,M CWRC NXC,MN CRC/ NXC/,from the root of the serpent,0,prep,obj,inanim,und,subs subs,complex,factive fictive,MN,,,
1900292,<WP[,1Qisaa,Isaiah,14,29,M<WPP,>L TFMXJ PLCT KWLK KJ NCBR CBV MKKH KJ M CWRC NXC JY> YP< W PRJW FRP M<WPP,00 00000 01 0000 00000 00 0000 000 00000 00 0 0000 000 000 000 0 00000 000 00000 00,polel,ptca,W PRJW FRP M<WPP,PRJW,no complement,no complement,,,,,,,,,,,,,
217305,BW>[,MT,Isaiah,14,31,B>,HJLJLJ C<R Z<QJ <JR NMWG PLCT KLK KJ M YPWN <CN B> W >JN BWDD B MW<DJW,,qal,perf,KJ M YPWN <CN B>,<CN,M YPWN,MN YPWN/,from the north,0,prep,dir,inanim,und,subs,simple,factive fictive,MN,,,
