verb_id,book,chapter,verse_num,clause,cl_type,prec_cl,pr_cl_type,next_cl,n_cl_type
212256,Isaiah,1,12,כִּ֣י תָבֹ֔אוּ ,xYq0,,,לֵרָאֹ֖ות פָּנָ֑י ,InfC
212269,Isaiah,1,13,הָבִיא֙ מִנְחַת־שָׁ֔וְא ,InfC,לֹ֣א תֹוסִ֗יפוּ ,xYq0,קְטֹ֧רֶת תֹּועֵבָ֛ה הִ֖יא לִ֑י ,NmCl
212315,Isaiah,1,16,הָסִ֛ירוּ רֹ֥עַ מַעַלְלֵיכֶ֖ם מִנֶּ֣גֶד עֵינָ֑י ,ZIm0,הִזַּכּ֔וּ ,ZIm0,חִדְל֖וּ ,ZIm0
212333,Isaiah,1,18,לְכוּ־נָ֛א ,ZIm0,,,וְנִוָּֽכְחָ֖ה ,WYq0
212418,Isaiah,1,23,וְרִ֥יב אַלְמָנָ֖ה לֹֽא־יָבֹ֥וא אֲלֵיהֶֽם׃ פ ,WXYq,יָתֹום֙ לֹ֣א יִשְׁפֹּ֔טוּ ,xYq0,,
212437,Isaiah,1,25,וְאָשִׁ֤יבָה יָדִי֙ עָלַ֔יִךְ ,WYq0,,,וְאֶצְרֹ֥ף כַּבֹּ֖ר סִיגָ֑יִךְ ,WYq0
212447,Isaiah,1,25,וְאָסִ֖ירָה כָּל־בְּדִילָֽיִךְ׃ ,WYq0,וְאֶצְרֹ֥ף כַּבֹּ֖ר סִיגָ֑יִךְ ,WYq0,,
212451,Isaiah,1,26,וְאָשִׁ֤יבָה שֹׁפְטַ֨יִךְ֙ כְּבָרִ֣אשֹׁנָ֔ה ,WYq0,,,וְיֹעֲצַ֖יִךְ כְּבַתְּחִלָּ֑ה ,Ellp
212477,Isaiah,1,27,וְשָׁבֶ֖יהָ בִּצְדָקָֽה׃ ,Ellp,צִיֹּ֖ון בְּמִשְׁפָּ֣ט תִּפָּדֶ֑ה ,XYqt,,
212570,Isaiah,2,3,וְֽהָלְכ֞וּ עַמִּ֣ים רַבִּ֗ים ,WQtX,,,וְאָמְרוּ֙ ,WQt0
212575,Isaiah,2,3,לְכ֣וּ׀ ,ZIm0,וְאָמְרוּ֙ ,WQt0,וְנַעֲלֶ֣ה אֶל־הַר־יְהוָ֗ה אֶל־בֵּית֙ אֱלֹהֵ֣י יַעֲקֹ֔ב ,WYq0
212577,Isaiah,2,3,וְנַעֲלֶ֣ה אֶל־הַר־יְהוָ֗ה אֶל־בֵּית֙ אֱלֹהֵ֣י יַעֲקֹ֔ב ,WYq0,לְכ֣וּ׀ ,ZIm0,וְיֹרֵ֨נוּ֙ מִדְּרָכָ֔יו ,WYq0
212590,Isaiah,2,3,וְנֵלְכָ֖ה בְּאֹרְחֹתָ֑יו ,WYq0,וְיֹרֵ֨נוּ֙ מִדְּרָכָ֔יו ,WYq0,כִּ֤י מִצִּיֹּון֙ תֵּצֵ֣א תֹורָ֔ה ,xYqX
212596,Isaiah,2,3,כִּ֤י מִצִּיֹּון֙ תֵּצֵ֣א תֹורָ֔ה ,xYqX,וְנֵלְכָ֖ה בְּאֹרְחֹתָ֑יו ,WYq0,וּדְבַר־יְהוָ֖ה מִירוּשָׁלִָֽם׃ ,Ellp
212635,Isaiah,2,5,לְכ֥וּ ,ZIm0,בֵּ֖ית יַעֲקֹ֑ב ,Voct,וְנֵלְכָ֖ה בְּאֹ֥ור יְהוָֽה׃ ,WYq0
212637,Isaiah,2,5,וְנֵלְכָ֖ה בְּאֹ֥ור יְהוָֽה׃ ,WYq0,לְכ֥וּ ,ZIm0,,
212702,Isaiah,2,10,בֹּ֣וא בַצּ֔וּר ,ZIm0,,,וְהִטָּמֵ֖ן בֶּֽעָפָ֑ר מִפְּנֵי֙ פַּ֣חַד יְהוָ֔ה וּמֵהֲדַ֖ר גְּאֹנֹֽו׃ ,WIm0
212830,Isaiah,2,19,וּבָ֨אוּ֙ בִּמְעָרֹ֣ות צֻרִ֔ים וּבִמְחִלֹּ֖ות עָפָ֑ר מִפְּנֵ֞י פַּ֤חַד יְהוָה֙ וּמֵהֲדַ֣ר גְּאֹונֹ֔ו ,WQt0,,,בְּקוּמֹ֖ו ,InfC
212857,Isaiah,2,20,בַּיֹּ֤ום הַהוּא֙ יַשְׁלִ֣יךְ הָאָדָ֔ם אֵ֚ת אֱלִילֵ֣י כַסְפֹּ֔ו וְאֵ֖ת אֱלִילֵ֣י זְהָבֹ֑ו ,xYqX,,,אֲשֶׁ֤ר עָֽשׂוּ־לֹו֙ ,xQt0
212880,Isaiah,2,21,לָבֹוא֙ בְּנִקְרֹ֣ות הַצֻּרִ֔ים וּבִסְעִפֵ֖י הַסְּלָעִ֑ים מִפְּנֵ֞י פַּ֤חַד יְהוָה֙ וּמֵהֲדַ֣ר גְּאֹונֹ֔ו ,InfC,,,בְּקוּמֹ֖ו ,InfC
212924,Isaiah,3,1,כִּי֩ הִנֵּ֨ה הָאָדֹ֜ון יְהוָ֣ה צְבָאֹ֗ות מֵסִ֤יר מִירוּשָׁלִַ֨ם֙ וּמִ֣יהוּדָ֔ה מַשְׁעֵ֖ן וּמַשְׁעֵנָ֑ה כֹּ֚ל מִשְׁעַן־לֶ֔חֶם וְכֹ֖ל מִשְׁעַן־מָֽיִם׃ ,Ptcp,,,,
213042,Isaiah,3,8,וִיהוּדָ֖ה נָפָ֑ל ,WXQt,כִּ֤י כָשְׁלָה֙ יְר֣וּשָׁלִַ֔ם ,xQtX,כִּֽי־לְשֹׁונָ֤ם וּמַֽעַלְלֵיהֶם֙ אֶל־יְהוָ֔ה ,NmCl
213114,Isaiah,3,14,יְהוָה֙ בְּמִשְׁפָּ֣ט יָבֹ֔וא עִם־זִקְנֵ֥י עַמֹּ֖ו וְשָׂרָ֑יו ,XYqt,,,וְאַתֶּם֙ בִּֽעַרְתֶּ֣ם הַכֶּ֔רֶם ,WXQt
213151,Isaiah,3,16,וַתֵּלַ֨כְנָה֙ נְטוּיֹ֣ות גָּרֹ֔ון וּֽמְשַׂקְּרֹ֖ות עֵינָ֑יִם ,Way0,יַ֚עַן כִּ֤י גָֽבְהוּ֙ בְּנֹ֣ות צִיֹּ֔ון ,xQtX,הָלֹ֤וךְ וְטָפֹף֙ תֵּלַ֔כְנָה ,xYq0
213157,Isaiah,3,16,הָלֹ֤וךְ וְטָפֹף֙ תֵּלַ֔כְנָה ,xYq0,וַתֵּלַ֨כְנָה֙ נְטוּיֹ֣ות גָּרֹ֔ון וּֽמְשַׂקְּרֹ֖ות עֵינָ֑יִם ,Way0,וּבְרַגְלֵיהֶ֖ם תְּעַכַּֽסְנָה׃ ,WxY0
213160,Isaiah,3,16,הָלֹ֤וךְ וְטָפֹף֙ תֵּלַ֔כְנָה ,xYq0,וַתֵּלַ֨כְנָה֙ נְטוּיֹ֣ות גָּרֹ֔ון וּֽמְשַׂקְּרֹ֖ות עֵינָ֑יִם ,Way0,וּבְרַגְלֵיהֶ֖ם תְּעַכַּֽסְנָה׃ ,WxY0
213180,Isaiah,3,18,בַּיֹּ֨ום הַה֜וּא יָסִ֣יר אֲדֹנָ֗י אֵ֣ת תִּפְאֶ֧רֶת הָעֲכָסִ֛ים וְהַשְּׁבִיסִ֖ים וְהַשַּׂהֲרֹנִֽים׃ ,xYqX,,,,
213271,Isaiah,3,25,מְתַ֖יִךְ בַּחֶ֣רֶב יִפֹּ֑לוּ ,XYqt,,,וּגְבוּרָתֵ֖ךְ בַּמִּלְחָמָֽה׃ ,Ellp
213311,Isaiah,4,1,אֱסֹ֖ף חֶרְפָּתֵֽנוּ׃ ס ,ZIm0,רַ֗ק יִקָּרֵ֤א שִׁמְךָ֙ עָלֵ֔ינוּ ,xYqX,,
213508,Isaiah,5,5,הָסֵ֤ר מְשׂוּכָּתֹו֙ ,InfA,אֵ֛ת אֲשֶׁר־אֲנִ֥י עֹשֶׂ֖ה לְכַרְמִ֑י ,Ptcp,וְהָיָ֣ה ,WQt0
213529,Isaiah,5,6,וְעָלָ֥ה שָׁמִ֖יר וָשָׁ֑יִת ,WQtX,וְלֹ֣א יֵעָדֵ֔ר ,WxY0,וְעַ֤ל הֶעָבִים֙ אֲצַוֶּ֔ה ,WxY0
213573,Isaiah,5,8,שָׂדֶ֥ה בְשָׂדֶ֖ה יַקְרִ֑יבוּ עַ֚ד אֶ֣פֶס מָקֹ֔ום ,xYq0,מַגִּיעֵ֥י בַ֨יִת֙ בְּבַ֔יִת ,Ptcp,וְהֽוּשַׁבְתֶּ֥ם לְבַדְּכֶ֖ם בְּקֶ֥רֶב הָאָֽרֶץ׃ ,WQt0
213650,Isaiah,5,13,לָכֵ֛ן גָּלָ֥ה עַמִּ֖י מִבְּלִי־דָ֑עַת ,xQtX,,,וּכְבֹודֹו֙ מְתֵ֣י רָעָ֔ב ,NmCl
213674,Isaiah,5,14,וְיָרַ֨ד הֲדָרָ֧הּ וַהֲמֹונָ֛הּ וּשְׁאֹונָ֖הּ וְעָלֵ֥ז בָּֽהּ׃ ,WQtX,וּפָעֲרָ֥ה פִ֖יהָ לִבְלִי־חֹ֑ק ,WQt0,,
213740,Isaiah,5,19,וְתִקְרַ֣ב ,WYq0,לְמַ֣עַן נִרְאֶ֑ה ,xYq0,וְתָבֹ֗ואָה עֲצַ֛ת קְדֹ֥ושׁ יִשְׂרָאֵ֖ל ,WYqX
213742,Isaiah,5,19,וְתָבֹ֗ואָה עֲצַ֛ת קְדֹ֥ושׁ יִשְׂרָאֵ֖ל ,WYqX,וְתִקְרַ֣ב ,WYq0,וְנֵדָֽעָה׃ ס ,WYq0
213802,Isaiah,5,23,וְצִדְקַ֥ת צַדִּיקִ֖ים יָסִ֥ירוּ מִמֶּֽנּוּ׃ ס ,WxY0,מַצְדִּיקֵ֥י רָשָׁ֖ע עֵ֣קֶב שֹׁ֑חַד ,Ptcp,,
213824,Isaiah,5,24,וּפִרְחָ֖ם כָּאָבָ֣ק יַעֲלֶ֑ה ,WXYq,שָׁרְשָׁם֙ כַּמָּ֣ק יִֽהְיֶ֔ה ,XYqt,כִּ֣י מָאֲס֗וּ אֵ֚ת תֹּורַת֙ יְהוָ֣ה צְבָאֹ֔ות ,xQt0
213867,Isaiah,5,25,בְּכָל־זֹאת֙ לֹא־שָׁ֣ב אַפֹּ֔ו ,xQtX,וַתְּהִ֧י נִבְלָתָ֛ם כַּסּוּחָ֖ה בְּקֶ֣רֶב חוּצֹ֑ות ,WayX,וְעֹ֖וד יָדֹ֥ו נְטוּיָֽה׃ ,Ptcp
213892,Isaiah,5,26,וְהִנֵּ֥ה מְהֵרָ֖ה קַ֥ל יָבֹֽוא׃ ,WxY0,וְשָׁ֥רַק לֹ֖ו מִקְצֵ֣ה הָאָ֑רֶץ ,WQt0,,
214093,Isaiah,6,6,בְּמֶ֨לְקַחַ֔יִם לָקַ֖ח מֵעַ֥ל הַמִּזְבֵּֽחַ׃ ,xQt0,וּבְיָדֹ֖ו רִצְפָּ֑ה ,NmCl,,
214110,Isaiah,6,7,וְסָ֣ר עֲוֹנֶ֔ךָ ,WQtX,הִנֵּ֛ה נָגַ֥ע זֶ֖ה עַל־שְׂפָתֶ֑יךָ ,xQtX,וְחַטָּאתְךָ֖ תְּכֻפָּֽר׃ ,WXYq
214123,Isaiah,6,8,אֶת־מִ֥י אֶשְׁלַ֖ח ,xYq0,אֹמֵ֔ר ,Ptcp,וּמִ֣י יֵֽלֶךְ־לָ֑נוּ ,WXYq
214126,Isaiah,6,8,וּמִ֣י יֵֽלֶךְ־לָ֑נוּ ,WXYq,אֶת־מִ֥י אֶשְׁלַ֖ח ,xYq0,וָאֹמַ֖ר ,Way0
214131,Isaiah,6,8,שְׁלָחֵֽנִי׃ ,ZIm0,הִנְנִ֥י ,NmCl,,
214134,Isaiah,6,9,לֵ֥ךְ ,ZIm0,וַיֹּ֕אמֶר ,Way0,וְאָמַרְתָּ֖ לָעָ֣ם הַזֶּ֑ה ,WQt0
214177,Isaiah,6,10,וָשָׁ֖ב ,WQt0,וּלְבָבֹ֥ו יָבִ֛ין ,WXYq,וְרָ֥פָא לֹֽו׃ ,WQt0
214225,Isaiah,6,13,וְשָׁ֖בָה ,WQt0,וְעֹ֥וד בָּהּ֙ עֲשִׂ֣רִיָּ֔ה ,NmCl,וְהָיְתָ֣ה ,WQt0
214256,Isaiah,7,1,עָלָ֣ה רְצִ֣ין מֶֽלֶךְ־אֲ֠רָם וּפֶ֨קַח בֶּן־רְמַלְיָ֤הוּ מֶֽלֶךְ־יִשְׂרָאֵל֙ יְר֣וּשָׁלִַ֔ם לַמִּלְחָמָ֖ה עָלֶ֑יהָ ,ZQtX,וַיְהִ֡י בִּימֵ֣י אָ֠חָז בֶּן־יֹותָ֨ם בֶּן־עֻזִּיָּ֜הוּ מֶ֣לֶךְ יְהוּדָ֗ה ,Way0,וְלֹ֥א יָכֹ֖ל ,WxQ0
214306,Isaiah,7,3,צֵא־נָא֙ אַתָּ֕ה וּשְׁאָ֖ר יָשׁ֣וּב בְּנֶ֑ךָ אֶל־קְצֵ֗ה תְּעָלַת֙ הַבְּרֵכָ֣ה הָעֶלְיֹונָ֔ה אֶל־מְסִלַּ֖ת שְׂדֵ֥ה כֹובֵֽס׃ ,ZImX,וַיֹּ֣אמֶר יְהוָה֮ אֶֽל־יְשַׁעְיָהוּ֒ ,WayX,לִקְרַ֣את אָחָ֔ז ,InfC
214368,Isaiah,7,6,נַעֲלֶ֤ה בִֽיהוּדָה֙ ,ZYq0,,,וּנְקִיצֶ֔נָּה ,WYq0
214531,Isaiah,7,17,יָבִ֨יא יְהוָ֜ה עָלֶ֗יךָ וְעַֽל־עַמְּךָ֮ וְעַל־בֵּ֣ית אָבִיךָ֒ יָמִים֙ אֵ֖ת מֶ֥לֶךְ אַשּֽׁוּר׃ פ ,ZYqX,,,אֲשֶׁ֣ר לֹא־בָ֔אוּ לְמִיֹּ֥ום ,xQt0
214544,Isaiah,7,17,אֲשֶׁ֣ר לֹא־בָ֔אוּ לְמִיֹּ֥ום ,xQt0,יָבִ֨יא יְהוָ֜ה עָלֶ֗יךָ וְעַֽל־עַמְּךָ֮ וְעַל־בֵּ֣ית אָבִיךָ֒ יָמִים֙ אֵ֖ת מֶ֥לֶךְ אַשּֽׁוּר׃ פ ,ZYqX,סוּר־אֶפְרַ֖יִם מֵעַ֣ל יְהוּדָ֑ה ,InfC
214548,Isaiah,7,17,סוּר־אֶפְרַ֖יִם מֵעַ֣ל יְהוּדָ֑ה ,InfC,אֲשֶׁ֣ר לֹא־בָ֔אוּ לְמִיֹּ֥ום ,xQt0,,
214582,Isaiah,7,19,וּבָ֨אוּ ,WQt0,,,וְנָח֤וּ כֻלָּם֙ בְּנַחֲלֵ֣י הַבַּתֹּ֔ות וּבִנְקִיקֵ֖י הַסְּלָעִ֑ים וּבְכֹל֙ הַנַּ֣עֲצוּצִ֔ים וּבְכֹ֖ל הַנַּהֲלֹלִֽים׃ ,WQtX
214702,Isaiah,7,24,בַּחִצִּ֥ים וּבַקֶּ֖שֶׁת יָ֣בֹוא שָׁ֑מָּה ,xYq0,,,כִּי־שָׁמִ֥יר וָשַׁ֖יִת תִּֽהְיֶ֥ה כָל־הָאָֽרֶץ׃ ,xYqX
214722,Isaiah,7,25,לֹֽא־תָבֹ֣וא שָׁ֔מָּה יִרְאַ֖ת שָׁמִ֣יר וָשָׁ֑יִת ,xYq0,אֲשֶׁ֤ר בַּמַּעְדֵּר֙ יֵעָ֣דֵר֔וּן ,xYq0,וְהָיָה֙ לְמִשְׁלַ֣ח שֹׁ֔ור וּלְמִרְמַ֖ס שֶֽׂה׃ פ ,WQt0
214741,Isaiah,8,1,קַח־לְךָ֖ גִּלָּיֹ֣ון גָּדֹ֑ול ,ZIm0,וַיֹּ֤אמֶר יְהוָה֙ אֵלַ֔י ,WayX,וּכְתֹ֤ב עָלָיו֙ בְּחֶ֣רֶט אֱנֹ֔ושׁ ,WIm0
214768,Isaiah,8,3,וָאֶקְרַב֙ אֶל־הַנְּבִיאָ֔ה ,Way0,,,וַתַּ֖הַר ,Way0
214826,Isaiah,8,6,הַהֹלְכִ֖ים לְאַ֑ט ,Ptcp,יַ֗עַן כִּ֤י מָאַס֙ הָעָ֣ם הַזֶּ֔ה אֵ֚ת מֵ֣י הַשִּׁלֹ֔חַ ,xQtX,וּמְשֹׂ֥ושׂ אֶת־רְצִ֖ין וּבֶן־רְמַלְיָֽהוּ׃ ,NmCl
214840,Isaiah,8,7,הִנֵּ֣ה אֲדֹנָי֩ מַעֲלֶ֨ה עֲלֵיהֶ֜ם אֶת־מֵ֣י הַנָּהָ֗ר הָעֲצוּמִים֙ וְהָ֣רַבִּ֔ים אֶת־מֶ֥לֶךְ אַשּׁ֖וּר וְאֶת־כָּל־כְּבֹודֹ֑ו ,Ptcp,וְלָכֵ֡ן ,MSyn,וְעָלָה֙ עַל־כָּל־אֲפִיקָ֔יו ,WQt0
214859,Isaiah,8,7,וְעָלָה֙ עַל־כָּל־אֲפִיקָ֔יו ,WQt0,הִנֵּ֣ה אֲדֹנָי֩ מַעֲלֶ֨ה עֲלֵיהֶ֜ם אֶת־מֵ֣י הַנָּהָ֗ר הָעֲצוּמִים֙ וְהָ֣רַבִּ֔ים אֶת־מֶ֥לֶךְ אַשּׁ֖וּר וְאֶת־כָּל־כְּבֹודֹ֑ו ,Ptcp,וְהָלַ֖ךְ עַל־כָּל־גְּדֹותָֽיו׃ ,WQt0
214864,Isaiah,8,7,וְהָלַ֖ךְ עַל־כָּל־גְּדֹותָֽיו׃ ,WQt0,וְעָלָה֙ עַל־כָּל־אֲפִיקָ֔יו ,WQt0,,
214874,Isaiah,8,8,וְעָבַ֔ר ,WQt0,שָׁטַ֣ף ,ZQt0,עַד־צַוָּ֖אר יַגִּ֑יעַ ,xYq0
214926,Isaiah,8,11,מִלֶּ֛כֶת בְּדֶ֥רֶךְ הָֽעָם־הַזֶּ֖ה ,InfC,וְיִסְּרֵ֕נִי ,WYq0,לֵאמֹֽר׃ ,InfC
214995,Isaiah,8,15,וְנָפְל֣וּ ,WQt0,וְכָ֥שְׁלוּ בָ֖ם רַבִּ֑ים ,WQtX,וְנִשְׁבָּ֔רוּ ,WQt0
215093,Isaiah,8,21,וְעָ֥בַר בָּ֖הּ ,WQt0,,,נִקְשֶׁ֣ה ,Ptcp
215163,Isaiah,9,1,הַהֹלְכִ֣ים בַּחֹ֔שֶׁךְ ,Ptcp,הָעָם֙ רָא֖וּ אֹ֣ור גָּדֹ֑ול ,XQtl,יֹשְׁבֵי֙ בְּאֶ֣רֶץ צַלְמָ֔וֶת ,CPen
215292,Isaiah,9,7,דָּבָ֛ר שָׁלַ֥ח אֲדֹנָ֖י בְּיַעֲקֹ֑ב ,xQtX,,,וְנָפַ֖ל בְּיִשְׂרָאֵֽל׃ ,WQt0
215297,Isaiah,9,7,וְנָפַ֖ל בְּיִשְׂרָאֵֽל׃ ,WQt0,דָּבָ֛ר שָׁלַ֥ח אֲדֹנָ֖י בְּיַעֲקֹ֑ב ,xQtX,,
215318,Isaiah,9,9,לְבֵנִ֥ים נָפָ֖לוּ ,XQtl,,,וְגָזִ֣ית נִבְנֶ֑ה ,WxY0
215356,Isaiah,9,11,בְּכָל־זֹאת֙ לֹא־שָׁ֣ב אַפֹּ֔ו ,xQtX,וַיֹּאכְל֥וּ אֶת־יִשְׂרָאֵ֖ל בְּכָל־פֶּ֑ה ,Way0,וְעֹ֖וד יָדֹ֥ו נְטוּיָֽה׃ ,Ptcp
215366,Isaiah,9,12,וְהָעָ֥ם לֹא־שָׁ֖ב ,WXQt,,,עַד־הַמַּכֵּ֑הוּ ,Ptcp
215443,Isaiah,9,16,בְּכָל־זֹאת֙ לֹא־שָׁ֣ב אַפֹּ֔ו ,xQtX,וְכָל־פֶּ֖ה דֹּבֵ֣ר נְבָלָ֑ה ,Ptcp,וְעֹ֖וד יָדֹ֥ו נְטוּיָֽה׃ ,Ptcp
215519,Isaiah,9,20,בְּכָל־זֹאת֙ לֹא־שָׁ֣ב אַפֹּ֔ו ,xQtX,יַחְדָּ֥ו הֵ֖מָּה עַל־יְהוּדָ֑ה ,NmCl,וְעֹ֖וד יָדֹ֥ו נְטוּיָֽה׃ ס ,Ptcp
215564,Isaiah,10,3,מִמֶּרְחָ֣ק תָּבֹ֑וא ,xYq0,וּלְשֹׁואָ֖ה ,Ellp,עַל־מִי֙ תָּנ֣וּסוּ לְעֶזְרָ֔ה ,xYq0
215567,Isaiah,10,3,עַל־מִי֙ תָּנ֣וּסוּ לְעֶזְרָ֔ה ,xYq0,מִמֶּרְחָ֣ק תָּבֹ֑וא ,xYq0,וְאָ֥נָה תַעַזְב֖וּ כְּבֹודְכֶֽם׃ ,WxY0
215581,Isaiah,10,4,וְתַ֥חַת הֲרוּגִ֖ים יִפֹּ֑לוּ ,WxY0,בִּלְתִּ֤י כָרַע֙ תַּ֣חַת אַסִּ֔יר ,xQt0,בְּכָל־זֹאת֙ לֹא־שָׁ֣ב אַפֹּ֔ו ,xQtX
215586,Isaiah,10,4,בְּכָל־זֹאת֙ לֹא־שָׁ֣ב אַפֹּ֔ו ,xQtX,וְתַ֥חַת הֲרוּגִ֖ים יִפֹּ֑לוּ ,WxY0,וְעֹ֖וד יָדֹ֥ו נְטוּיָֽה׃ ס ,Ptcp
215605,Isaiah,10,6,בְּגֹ֤וי חָנֵף֙ אֲשַׁלְּחֶ֔נּוּ ,xYq0,,,וְעַל־עַ֥ם עֶבְרָתִ֖י אֲצַוֶּ֑נּוּ ,WxY0
215738,Isaiah,10,13,וְאָסִ֣יר׀ גְּבוּלֹ֣ת עַמִּ֗ים ,WYq0,כִּ֣י נְבֻנֹ֑ותִי ,xQt0,וַעֲתוּדֹֽותֵיהֶם֙ שֹׁושֵׂ֔תִי ,WxQ0
215745,Isaiah,10,13,וְאֹורִ֥יד כַּאבִּ֖יר יֹושְׁבִֽים׃ ,WYq0,וַעֲתוּדֹֽותֵיהֶם֙ שֹׁושֵׂ֔תִי ,WxQ0,,
215760,Isaiah,10,14,כֶאֱסֹף֙ בֵּיצִ֣ים עֲזֻבֹ֔ות ,InfC,וְכָּל־הָאָ֖רֶץ אֲנִ֣י אָסָ֑פְתִּי ,WXQt,וְלֹ֤א הָיָה֙ ,WxQX
215767,Isaiah,10,14,וְכָּל־הָאָ֖רֶץ אֲנִ֣י אָסָ֑פְתִּי ,WXQt,וַתִּמְצָ֨א כַקֵּ֤ן׀ יָדִי֙ לְחֵ֣יל הָֽעַמִּ֔ים ,WayX,כֶאֱסֹף֙ בֵּיצִ֣ים עֲזֻבֹ֔ות ,InfC
215804,Isaiah,10,16,לָ֠כֵן יְשַׁלַּ֨ח הָאָדֹ֜ון יְהוָ֧ה צְבָאֹ֛ות בְּמִשְׁמַנָּ֖יו רָזֹ֑ון ,xYqX,,,וְתַ֧חַת כְּבֹדֹ֛ו יֵקַ֥ד יְקֹ֖ד כִּיקֹ֥וד אֵֽשׁ׃ ,WxY0
215894,Isaiah,10,21,שְׁאָ֥ר יָשׁ֖וּב שְׁאָ֣ר יַעֲקֹ֑ב אֶל־אֵ֖ל גִּבֹּֽור׃ ,XYqt,,,,
215910,Isaiah,10,22,כִּ֣י שְׁאָ֖ר יָשׁ֣וּב בֹּ֑ו ,XYqt,,,אִם־יִהְיֶ֞ה עַמְּךָ֤ יִשְׂרָאֵל֙ כְּחֹ֣ול הַיָּ֔ם ,xYqX
