verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,preposition_1,preposition_2,preposition_3,preposition_4,comments,reconstructed_verse,spatial_arg_type
38943_lxx,,LXX,Exodus,18,22,,"καὶ κρινοῦσι τὸν λαὸν πᾶσαν ὥραν · τὸ δὲ ρῆμα τὸ ὑπέρογκον ἀνοίσουσιν ἐπὶ σέ, τὰ δὲ βραχέα τῶν κριμάτων κρινοῦσιν αὐτοὶ καὶ κουφιοῦσιν ἀπὸ σοῦ καὶ συναντιλήψονταί σοι.",,,,,,,,,,,,,,,,,,,,,,,
38982_mt,BW>[,MT,Exodus,18,23,JB>,>M >T H DBR H ZH T<FH W YWK >LHJM W JKLT <MD W GM KL H <M H ZH <L MQMW JB> B CLWM,,qal,impf,W GM KL H <M H ZH <L MQMW JB> B CLWM,GM KL H <M H ZH,<L MQMW,<L MQWM/,to his/their place (of the people),0.0,prep,topo,inanim,det,subs,complex,factive fictive,<L,,,,all the people will go to their place / place as actual place or describing a status?,,goal
38982_lxx,,LXX,Exodus,18,23,,"ἐὰν τὸ ρῆμα τοῦτο ποιήσῃς, κατισχύσει σε ὁ Θεός, καὶ δυνήσῃ παραστῆναι, καὶ πᾶς ὁ λαὸς οὗτος εἰς τὸν ἑαυτοῦ τόπον μετ’ εἰρήνης ἥξει.",,,,,,,,,,,,,,,,,,,,,,,
39033_mt,BW>[,MT,Exodus,18,26,JBJ>WN,W CPVW >T H <M B KL <T >T H DBR H QCH JBJ>WN >L MCH W KL H DBR H QVN JCPWVW HM,,hif,impf,>T H DBR H QCH JBJ>WN >L MCH,,>L MCH,>L MCH=/,to Moses,0.0,prep,pers,anim,det,nmpr,simple,fictive,>L,,,,,,other
39033_lxx,,LXX,Exodus,18,26,,"καὶ ἐκρίνοσαν τὸν λαὸν πᾶσαν ὥραν · πᾶν δὲ ρῆμα ὑπέρογκον ἀνεφέροσαν ἐπὶ Μωυσῆν, πᾶν δὲ ρῆμα ἐλαφρὸν ἐκρίνοσαν αὐτοί.",,,,,,,,,,,,,,,,,,,,,,,
39071_mt,BW>[,MT,Exodus,19,1,B>W,B XDC H CLJCJ L Y>T BNJ JFR>L M >RY MYRJM B JWM H ZH B>W MDBR SJNJ,,qal,perf,B XDC H CLJCJ B JWM H ZH B>W MDBR SJNJ,,MDBR SJNJ,MDBR/ SJNJ=/,to the wilderness of Sinai,0.0,vc,topo,inanim,det,subs,complex,factive,,,,,,,goal
39071_lxx,,LXX,Exodus,19,1,,τοῦ δὲ μηνὸς τοῦ τρίτου τῆς ἐξόδου τῶν υἱῶν Ἰσραὴλ ἐκ γῆς Αἰγύπτου τῇ ἡμέρᾳ ταύτῃ ἤλθοσαν εἰς τὴν ἔρημον τοῦ Σινά.,,,,,,,,,,,,,,,,,,,,,,,
39079_mt,BW>[,MT,Exodus,19,2,JB>W,W JS<W M RPJDJM W JB>W MDBR SJNJ W JXNW B MDBR W JXN CM JFR>L NGD H HR,,qal,wayq,W JB>W MDBR SJNJ,,MDBR SJNJ,MDBR/ SJNJ=/,to the wilderness of Sinai,0.0,vc,topo,inanim,det,subs,complex,factive,,,,,,,goal
39079_lxx,,LXX,Exodus,19,2,,"καὶ ἀπῇραν ἐκ Ραφιδεὶν καὶ ἤλθοσαν εἰς τὴν ἔρημον τοῦ Σινά, καὶ παρενέβαλεν ἐκεῖ Ἰσραὴλ κατέναντι τοῦ ὄρους.",,,,,,,,,,,,,,,,,,,,,,,
39132_mt,BW>[,MT,Exodus,19,4,>B>,>TM R>JTM >CR <FJTJ L MYRJM W >F> >TKM <L KNPJ NCRJM W >B> >TKM >LJ,,hif,wayq,W >B> >TKM >LJ,,>LJ,>L,to me/to myself,0.0,prep,prps,anim,det,prsf,simple,factive fictive,>L,,,,,,goal
39132_lxx,,LXX,Exodus,19,4,,"αὐτοὶ ἑωράκατε ὅσα πεποίηκα τοῖς Αἰγυπτίοις, καὶ ἀνέλαβον ὑμᾶς ὡσεὶ ἐπὶ πτερύγων ἀετῶν καὶ προσηγαγόμην ὑμᾶς πρὸς ἐμαυτόν.",,,,,,,,,,,,,,,,,,,,,,,
39177_mt,BW>[,MT,Exodus,19,7,JB>,W JB> MCH W JQR> L ZQNJ H <M W JFM L PNJHM >T KL H DBRJM H >LH >CR YWHW JHWH,,qal,wayq,W JB> MCH,MCH,no complement,no complement,,,,,,,,,,,,,,,,
39177_lxx,,LXX,Exodus,19,7,,"ἦλθε δὲ Μωυσῆς καὶ ἐκάλεσε τοὺς πρεσβυτέρους τοῦ λαοῦ καὶ παρέθηκεν αὐτοῖς πάντας τοὺς λόγους τούτους, οὓς συνέταξεν αὐτῷ ὁ Θεός.",,,,,,,,,,,,,,,,,,,,,,,
39227_mt,BW>[,MT,Exodus,19,9,B>,W J>MR JHWH >L MCH HNH >NKJ B> >LJK B <B H <NN B <BWR JCM< H <M B DBRJ <MK W GM BK J>MJNW L <WLM W JGD MCH >T DBRJ H <M >L JHWH,,qal,ptca,HNH >NKJ B> >LJK B <B H <NN,>NKJ,>LJK,>L,to you,0.0,prep,prps,anim,det,prsf,simple,factive,>L,,,,,,goal
39227_lxx,,LXX,Exodus,19,9,,"εἶπε δὲ Κύριος πρὸς Μωυσῆν · ἰδοὺ ἐγὼ παραγίνομαι πρὸς σὲ ἐν στύλῳ νεφέλης, ἵνα ἀκούσῃ ὁ λαὸς λαλοῦντός μου πρὸς σὲ καὶ σοὶ πιστεύσωσιν εἰς τὸν αἰῶνα. ἀνήγγειλε δὲ Μωυσῆς τὰ ρήματα τοῦ λαοῦ πρὸς Κύριον.",,,,,,,,,,,,,,,,,,,,,,,
39901_mt,BW>[,MT,Exodus,20,20,B>,W J>MR MCH >L H <M >L TJR>W KJ L B <BWR NSWT >TKM B> H >LHJM W B <BWR THJH JR>TW <L PNJKM L BLTJ TXV>W,,qal,perf,KJ B> H >LHJM,H >LHJM,no complement,no complement,,,,,,,,,,,,,,,,
39901_lxx,,LXX,Exodus,20,20,,"καὶ λέγει αὐτοῖς Μωυσῆς · θαρσεῖτε, ἕνεκεν γὰρ τοῦ πειράσαι ὑμᾶς παρεγενήθη ὁ Θεὸς πρὸς ὑμᾶς, ὅπως ἂν γένηται ὁ φόβος αὐτοῦ ἐν ὑμῖν, ἵνα μὴ ἁμαρτάνητε.",,,,,,,,,,,,,,,,,,,,,,,
39984_mt,BW>[,MT,Exodus,20,24,>BW>,MZBX >DMH T<FH LJ W ZBXT <LJW >T <LTJK W >T CLMJK >T Y>NK W >T BQRK B KL H MQWM >CR >ZKJR >T CMJ >BW> >LJK W BRKTJK,,qal,impf,B KL H MQWM >BW> >LJK,,>LJK,>L,to you,0.0,prep,prps,anim,det,prsf,simple,factive fictive,>L,,,,"God says to Moses ""I will come to you"", factive or fictive?",,goal
39984_lxx,,LXX,Exodus,20,24,,"θυσιαστήριον ἐκ γῆς ποιήσετέ μοι καὶ θύσετε ἐπ’ αὐτοῦ τὰ ὁλοκαυτώματα ὑμῶν καὶ τὰ σωτήρια ὑμῶν καὶ τὰ πρόβατα καὶ τοὺς μόσχους ὑμῶν ἐν παντὶ τόπῳ, οὗ ἐὰν ἐπονομάσω τὸ ὄνομά μου ἐκεῖ, καὶ ἥξω πρὸς σὲ καὶ εὐλογήσω σε.",,,,,,,,,,,,,,,,,,,,,,,
40043_mt,BW>[,MT,Exodus,21,3,JB>,>M B GPW JB> B GPW JY> >M B<L >CH HW> W JY>H >CTW <MW,,qal,impf,>M B GPW JB>,,no complement,no complement,,,,,,,,,,,,,,,,
40043_lxx,,LXX,Exodus,21,3,,"ἐὰν αὐτὸς μόνος εἰσέλθῃ, καὶ μόνος ἐξελεύσεται · ἐὰν δὲ γυνὴ συνεισέλθῃ μετ’ αὐτοῦ, ἐξελεύσεται καὶ ἡ γυνὴ αὐτοῦ.",,,,,,,,,,,,,,,,,,,,,,,
40767_mt,BW>[,MT,Exodus,22,8,JB>,<L KL DBR PC< <L CWR <L XMWR <L FH <L FLMH <L KL >BDH >CR J>MR KJ HW> ZH <D H >LHJM JB> DBR CNJHM >CR JRCJ<N >LHJM JCLM CNJM L R<HW,,qal,impf,<L KL DBR PC< <L CWR <L XMWR <L FH <L FLMH <L KL >BDH <D H >LHJM JB> DBR CNJHM,DBR CNJHM,<D H >LHJM,<D H >LHJM/,to (the) God,0.0,prep,pers,anim,det,subs,simple,factive fictive,<D,,,,come to God?,,other
40767_lxx,,LXX,Exodus,22,8,,"ἐὰν δὲ μὴ εὑρεθῇ ὁ κλέψας, προσελεύσεται ὁ κύριος τῆς οἰκίας ἐνώπιον τοῦ Θεοῦ καὶ ὀμεῖται ἦ μὴν μὴ αὐτὸν πεπονηρεῦσθαι ἐφ’ ὅλης τῆς παρακαταθήκης τοῦ πλησίον.",,,,,,,,,,,,,,,,,,,,,,,
40830_mt,BW>[,MT,Exodus,22,12,JB>HW,>M VRP JVRP JB>HW <D H VRPH L> JCLM,,hif,impf,JB>HW <D,,no complement,no complement,,,,,,,,,,,,,,,,
40830_lxx,,LXX,Exodus,22,12,,"ἐὰν δὲ κλαπῇ παρ’ αὐτοῦ, ἀποτίσει τῷ κυρίῳ.",,,,,,,,,,,,,,,,,,,,,,,
40860_mt,BW>[,MT,Exodus,22,14,B>,>M B<LJW <MW L> JCLM >M FKJR HW> B> B FKRW,,qal,perf,B> B FKRW,,B FKRW,B FKR/,for (to) its wages,0.0,prep,other,inanim,det,subs,complex,factive fictive,B,,,,"come for its wages, curious as a complement",,other
40860_lxx,,LXX,Exodus,22,14,,"ἐὰν δὲ αἰτήσῃ τις παρὰ τοῦ πλησίον, καὶ συντριβῇ ἢ ἀποθάνῃ ἢ αἰχμάλωτον γένηται, ὁ δὲ κύριος μὴ ᾖ μετ’ αὐτοῦ, ἀποτίσει ·",,,,,,,,,,,,,,,,,,,,,,,
40982_mt,BW>[,MT,Exodus,22,25,B>,>M XBL TXBL FLMT R<K <D B> H CMC TCJBNW LW,,qal,infc,<D B> H CMC,H CMC,no complement,no complement,,,,,,,,,,,,,,,,
40982_lxx,,LXX,Exodus,22,25,,"ἐὰν δὲ ἀργύριον ἐκδανείσῃς τῷ ἀδελφῷ τῷ πενιχρῷ παρὰ σοί, οὐκ ἔσῃ αὐτὸν κατεπείγων, οὐκ ἐπιθήσεις αὐτῷ τόκον.",,,,,,,,,,,,,,,,,,,,,,,
41335_mt,BW>[,MT,Exodus,23,19,TBJ>,R>CJT BKWRJ >DMTK TBJ> BJT JHWH >LHJK L> TBCL GDJ B XLB >MW,,hif,impf,R>CJT BKWRJ >DMTK TBJ> BJT JHWH >LHJK,,BJT JHWH >LHJK,BJT/ JHWH/ >LHJM/,in the house of Yahweh your God,0.0,vc,topo,inanim,det,subs,complex,factive,,,,,,,goal
41335_lxx,,LXX,Exodus,23,19,,τὰς ἀπαρχὰς τῶν πρωτογεννημάτων τῆς γῆς σου εἰσοίσεις εἰς τὸν οἶκον Κυρίου τοῦ Θεοῦ σου. οὐχ ἑψήσεις ἄρνα ἐν γάλακτι μητρὸς αὐτοῦ.,,,,,,,,,,,,,,,,,,,,,,,
41358_mt,BW>[,MT,Exodus,23,20,HBJ>K,HNH >NKJ CLX ML>K L PNJK L CMRK B DRK W L HBJ>K >L H MQWM >CR HKNTJ,,hif,infc,W L HBJ>K >L H MQWM,,>L H MQWM,>L H MQWM/,to the place,0.0,prep,topo,inanim,det,subs,simple,factive,>L,,,,,,goal
41358_lxx,,LXX,Exodus,23,20,,"καὶ ἰδοὺ ἐγὼ ἀποστέλλω τὸν ἄγγελόν μου πρὸ προσώπου σου, ἵνα φυλάξῃ σε ἐν τῇ ὁδῷ, ὅπως εἰσαγάγῃ σε εἰς τὴν γῆν, ἣν ἡτοίμασά σοι.",,,,,,,,,,,,,,,,,,,,,,,
41408_mt,BW>[,MT,Exodus,23,23,HBJ>K,KJ JLK ML>KJ L PNJK W HBJ>K >L H >MRJ W H XTJ W H PRZJ W H KN<NJ H XWJ W H JBWSJ W HKXDTJW,,hif,perf,W HBJ>K >L H >MRJ W H XTJ W H PRZJ W H KN<NJ H XWJ W H JBWSJ,,>L H >MRJ W H XTJ W H PRZJ W H KN<NJ H XWJ W H JBWSJ,>L H >MRJ/ W H XTJ/ W H PRZJ/ W H KN<NJ/ H XWJ/ W H JBWSJ/,to the Amorites and the Hittites and the Perizzites and the Canaanites the Hivites and the Jebusites,0.0,prep,gens,anim,det,nmpr,complex,factive,>L,,,,,,goal
41408_lxx,,LXX,Exodus,23,23,,"πορεύσεται γὰρ ὁ ἄγγελός μου ἡγούμενός σου καὶ εἰσάξει σε πρὸς τὸν Ἀμορραῖον καὶ Χετταῖον καὶ Φερεζαῖον καὶ Χαναναῖον καὶ Γεργεσαῖον καὶ Εὐαῖον καὶ Ἰεβουσαῖον, καὶ ἐκτρίψω αὐτούς.",,,,,,,,,,,,,,,,,,,,,,,
41487_mt,BW>[,MT,Exodus,23,27,TB>,>T >JMTJ >CLX L PNJK W HMTJ >T KL H <M >CR TB> BHM W NTTJ >T KL >JBJK >LJK <RP,,qal,impf,>CR TB> BHM,,BHM,B,against them,0.0,prep,prps,anim,det,prsf,simple,factive,B,,,,"B with the sense against, ",,other
41487_lxx,,LXX,Exodus,23,27,,"καὶ τὸν φόβον ἀποστελῶ ἡγούμενόν σου καὶ ἐκστήσω πάντα τά ἔθνη, εἰς οὓς σὺ εἰσπορεύῃ εἰς αὐτούς, καὶ δώσω πάντας τούς ὑπεναντίους σου φυγάδας.",,,,,,,,,,,,,,,,,,,,,,,
41642_mt,BW>[,MT,Exodus,24,3,JB>,W JB> MCH W JSPR L <M >T KL DBRJ JHWH W >T KL H MCPVJM W J<N KL H <M QWL >XD W J>MRW KL H DBRJM >CR DBR JHWH N<FH,,qal,wayq,W JB> MCH,MCH,no complement,no complement,,,,,,,,,,,,,,,,
41642_lxx,,LXX,Exodus,24,3,,"εἰσῆλθε δὲ Μωυσῆς καὶ διηγήσατο τῷ λαῷ πάντα τὰ ρήματα τοῦ Θεοῦ καὶ τὰ δικαιώματα · ἀπεκρίθη δὲ πᾶς ὁ λαὸς φωνῇ μιᾷ λέγοντες · πάντας τοὺς λόγους, οὓς ἐλάλησε Κύριος, ποιήσομεν καὶ ἀκουσόμεθα.",,,,,,,,,,,,,,,,,,,,,,,
41954_mt,BW>[,MT,Exodus,24,18,JB>,W JB> MCH B TWK H <NN W J<L >L H HR W JHJ MCH B HR >RB<JM JWM W >RB<JM LJLH,,qal,wayq,W JB> MCH B TWK H <NN,MCH,B TWK H <NN,B TWK/ H <NN/,in the midst of the cloud,0.0,prep,phen,inanim,det,subs,complex,factive,B,,,,,,goal
41954_lxx,,LXX,Exodus,24,18,,καὶ εἰσῆλθε Μωυσῆς εἰς τὸ μέσον τῆς νεφέλης καὶ ἀνέβη εἰς τὸ ὄρος καὶ ἦν ἐκεῖ ἐν τῷ ὄρει τεσσαράκοντα ἡμέρας καὶ τεσσαράκοντα νύκτας.,,,,,,,,,,,,,,,,,,,,,,,
42158_mt,BW>[,MT,Exodus,25,14,HB>T,W HB>T >T H BDJM B VB<T <L YL<T H >RN L F>T >T H >RN BHM,,hif,perf,W HB>T >T H BDJM B VB<T <L YL<T H >RN,,B VB<T <L YL<T H >RN,B H VB<T/ <L YL</ H >RWN/,in the rings on the sides of the ark,0.0,prep + prep,obj,inanim,det,subs,complex,factive fictive,B,<L,,,"put the poles into the rings etc, not horizontal motion?",,other
42158_lxx,,LXX,Exodus,25,14,,ἐν τοῖς δακτυλίοις τῆς κιβωτοῦ ἔσονται οἱ ἀναφορεῖς ἀκίνητοι.,,,,,,,,,,,,,,,,,,,,,,,
42846_mt,BW>[,MT,Exodus,26,11,HB>T,W <FJT QRSJ NXCT XMCJM W HB>T >T H QRSJM B LL>T W XBRT >T H >HL W HJH >XD,,hif,perf,W HB>T >T H QRSJM B LL>T,,B LL>T,B H LL>T/,into the loops,0.0,prep,obj,inanim,det,subs,simple,factive fictive,B,,,,"put something / make something go into something, motion?",,other
42846_lxx,,LXX,Exodus,26,11,,"καὶ ποιήσεις κρίκους χαλκοῦς πεντήκοντα. καὶ συνάψεις τοὺς κρίκους ἐκ τῶν ἀγκυλῶν, καὶ συνάψεις τὰς δέρρεις, καὶ ἔσται ἕν.",,,,,,,,,,,,,,,,,,,,,,,
43242_mt,BW>[,MT,Exodus,26,33,HB>T,W NTTH >T H PRKT TXT H QRSJM W HB>T CMH M BJT L PRKT >T >RWN H <DWT W HBDJLH H PRKT LKM BJN H QDC W BJN QDC H QDCJM,,hif,perf,W HB>T CMH M BJT L PRKT >T >RWN H <DWT,,CMH,CM,there,1.0,dir-he,adv,inanim,det,adv,simple,factive,,,,,,,goal
43242_lxx,,LXX,Exodus,26,33,,καὶ θήσεις τὸ καταπέτασμα ἐπὶ τῶν στύλων. καὶ εἰσοίσεις ἐκεῖ ἐσώτερον τοῦ καταπετάσματος τὴν κιβωτὸν τοῦ μαρτυρίου. καὶ διοριεῖ τό καταπέτασμα ὑμῖν ἀνὰ μέσον τοῦ ἁγίου καὶ ἀνὰ μέσον τοῦ ἁγίου τῶν ἁγίων.,,,,,,,,,,,,,,,,,,,,,,,
43449_mt,BW>[,MT,Exodus,27,7,HWB>,W HWB> >T BDJW B VB<T W HJW H BDJM <L CTJ YL<T H MZBX B F>T >TW,,hof,perf,W HWB> >T BDJW B VB<T,>T BDJW,B VB<T,B H VB<T/,into the rings,0.0,prep,obj,inanim,det,subs,simple,factive fictive,B,,,,put something into something,,other
43449_lxx,,LXX,Exodus,27,7,,"καὶ εἰσάξεις τοὺς ἀναφορεῖς εἰς τοὺς δακτυλίους, καὶ ἔστωσαν ἀναφορεῖς κατὰ πλευρὰ τοῦ θυσιαστηρίου ἐν τῷ αἴρειν αὐτό.",,,,,,,,,,,,,,,,,,,,,,,
44243_mt,BW>[,MT,Exodus,28,29,B>W,W NF> >HRN >T CMWT BNJ JFR>L B XCN H MCPV <L LBW B B>W >L H QDC L ZKRN L PNJ JHWH TMJD,,qal,infc,B B>W >L H QDC,,>L H QDC,>L H QDC/,into the Holy Place,0.0,prep,topo,inanim,det,subs,simple,factive,>L,,,,,,goal
44243_lxx,,LXX,Exodus,28,29,,"καὶ ποιήσεις ἐπὶ τὸ λῶμα τοῦ ὑποδύτου κάτωθεν, ὡσεὶ ἐξανθούσης ρόας ροΐσκους ἐξ ὑακίνθου καὶ πορφύρας καὶ κοκκίνου διανενησμένου καὶ βύσσου κεκλωσμένης ἐπί τοῦ λώματος τοῦ ὑποδύτου κύκλῳ · τὸ αὐτὸ εἶδος ροΐσκους χρυσοῦς καὶ κώδωνας ἀναμέσον τούτων περικύκλῳ · E",,,,,,,,,,,,,,,,,,,,,,,
44272_mt,BW>[,MT,Exodus,28,30,B>W,W NTT >L XCN H MCPV >T H >WRJM W >T H TMJM W HJW <L LB >HRN B B>W L PNJ JHWH W NF> >HRN >T MCPV BNJ JFR>L <L LBW L PNJ JHWH TMJD,,qal,infc,B B>W L PNJ JHWH,,L PNJ JHWH,L PNH/ JHWH/,from the presence of Yahweh,0.0,prep,other,inanim,det,subs,complex,factive,L,,,,,,goal
44272_lxx,,LXX,Exodus,28,30,,παρὰ ροΐσκον χρυσοῦν κώδωνα καὶ ἄνθινον ἐπὶ τοῦ λώματος τοῦ ὑποδύτου κύκλῳ. E,,,,,,,,,,,,,,,,,,,,,,,
44360_mt,BW>[,MT,Exodus,28,35,B>W,W HJH <L >HRN L CRT W NCM< QWLW B B>W >L H QDC L PNJ JHWH W B Y>TW W L> JMWT,,qal,infc,B B>W >L H QDC L PNJ JHWH,,>L H QDC,>L H QDC/,into the Holy Place,0.0,prep,topo,inanim,det,subs,simple,factive,>L,,,,,,goal
44360_lxx,,LXX,Exodus,28,35,,"καὶ οἱ κοσυμβωτοὶ τῶν χιτώνων ἐκ βύσσου · E καὶ ποιήσεις κίδαριν βυσσίνην καὶ ζώνην ποιήσεις, ἔργον ποικιλτοῦ.",,,,,,,,,,,,,,,,,,,,,,,
44513_mt,BW>[,MT,Exodus,28,43,B>M,W HJW <L >HRN W <L BNJW B B>M >L >HL MW<D >W B GCTM >L H MZBX L CRT B QDC W L> JF>W <WN W MTW XQT <WLM LW W L ZR<W >XRJW,,qal,infc,B B>M >L >HL MW<D,,>L >HL MW<D,>L >HL/ MW<D/,into the tent of the assembly,0.0,prep,topo,inanim,det,subs,complex,factive,>L,,,,,,goal
45211_mt,BW>[,MT,Exodus,29,30,JB>,CB<T JMJM JLBCM H KHN TXTJW M BNJW >CR JB> >L >HL MW<D L CRT B QDC,,qal,impf,>CR JB> >L >HL MW<D,,>L >HL MW<D,>L >HL/ MW<D/,to the tent of the assembly,0.0,prep,topo,inanim,det,subs,complex,factive,>L,,,,,,goal
45211_lxx,,LXX,Exodus,29,30,,"ἑπτὰ ἡμέρας ἐνδύσεται αὐτὰ ὁ ἱερεὺς ὁ ἀντ’ αὐτοῦ ἐκ τῶν υἱῶν αὐτοῦ, ὃς εἰσελεύσεται εἰς τὴν σκηνὴν τοῦ μαρτυρίου λειτουργεῖν ἐν τοῖς ἁγίοις.",,,,,,,,,,,,,,,,,,,,,,,
45868_mt,BW>[,MT,Exodus,30,20,B>M,B B>M >L >HL MW<D JRXYW MJM W L> JMTW >W B GCTM >L H MZBX L CRT L HQVJR >CH L JHWH,,qal,infc,B B>M >L >HL MW<D,,>L >HL MW<D,>L >HL/ MW<D/,into the tent of the assembly,0.0,prep,topo,inanim,det,subs,complex,factive,>L,,,,,,goal
45868_lxx,,LXX,Exodus,30,20,,"ὅταν εἰσπορεύωνται εἰς τὴν σκηνὴν τοῦ μαρτυρίου, νίψονται ὕδατι καὶ οὐ μὴ ἀποθάνωσιν · ἢ ὅταν προσπορεύωνται πρὸς τὸ θυσιαστήριον λειτουργεῖν καὶ ἀναφέρειν τὰ ὁλοκαυτώματα Κυρίῳ,",,,,,,,,,,,,,,,,,,,,,,,
46565_mt,BW>[,MT,Exodus,32,2,HBJ>W,W J>MR >LHM >HRN PRQW NZMJ H ZHB >CR B >ZNJ NCJKM BNJKM W BNTJKM W HBJ>W >LJ,,hif,impv,W HBJ>W >LJ,,>LJ,>L,to me (Aaron),0.0,prep,prps,anim,det,prsf,simple,factive,>L,,,,,,goal
46565_lxx,,LXX,Exodus,32,2,,καὶ λέγει αὐτοῖς Ἀαρών · περιέλεσθε τὰ ἐνώτια τὰ χρυσὰ τὰ ἐκ τοῖς ὠσὶ τῶν γυναικῶν ὑμῶν καὶ θυγατέρων καὶ ἐνέγκατε πρός με.,,,,,,,,,,,,,,,,,,,,,,,
46580_mt,BW>[,MT,Exodus,32,3,JBJ>W,W JTPRQW KL H <M >T NZMJ H ZHB >CR B >ZNJHM W JBJ>W >L >HRN,,hif,wayq,W JBJ>W >L >HRN,,>L >HRN,>L >HRN/,to Aaron,0.0,prep,pers,anim,det,nmpr,simple,factive,>L,,,,,,goal
46580_lxx,,LXX,Exodus,32,3,,καὶ περιείλαντο πᾶς ὁ λαὸς τὰ ἐνώτια τὰ χρυσᾶ τὰ ἐν τοῖς ὠσὶν αὐτῶν καὶ ἤνεγκαν πρὸς Ἀαρών.,,,,,,,,,,,,,,,,,,,,,,,
